sku_id,week_start,weekly_order_qty,weekly_revenue
P0005,2024-03-25,2,2705.79
P0005,2024-06-24,1,564.3
P0005,2024-07-08,2,1516.7040000000002
P0005,2024-07-29,1,679.7249999999999
P0005,2024-10-28,2,4290.9980000000005
P0005,2024-11-11,3,3051.081
P0005,2024-11-18,1,2447.69
P0005,2025-01-06,3,3103.848
P0005,2025-02-10,1,709.136
P0005,2025-03-17,6,5148.8325
P0005,2025-05-19,2,1799.841
P0005,2025-05-26,2,4903.32
P0005,2025-06-02,2,1663.056
P0005,2025-06-23,1,582.33
P0006,2023-07-03,3,5328.939
P0006,2023-07-10,3,1997.8509999999999
P0006,2023-07-17,1,1364.8365
P0006,2023-08-07,2,2004.086
P0006,2023-10-16,2,1338.138
P0006,2023-12-04,6,5398.700000000001
P0006,2023-12-11,1,738.315
P0006,2024-01-01,2,1927.89
P0006,2024-01-29,3,2769.8625
P0006,2024-02-19,2,633.4399999999999
P0006,2024-04-15,2,3193.5060000000003
P0006,2024-04-22,2,1979.1
P0006,2024-05-27,1,1268.53
P0006,2024-06-24,6,5931.094
P0006,2024-07-29,1,984.0
P0006,2024-08-12,2,1423.478
P0006,2024-08-26,5,5082.35
P0006,2024-10-14,1,1354.024
P0006,2024-11-25,4,3084.2925
P0006,2024-12-09,5,4098.091
P0006,2024-12-30,1,1420.048
P0006,2025-03-17,1,1045.94625
P0006,2025-04-28,1,1594.0475
P0006,2025-06-30,1,800.368
P0007,2023-08-14,2,444.024
P0007,2023-09-04,1,723.216
P0007,2023-10-09,5,2706.1450000000004
P0007,2023-10-30,2,3162.928
P0007,2023-11-13,3,950.712
P0007,2023-11-27,1,173.39999999999998
P0007,2023-12-11,1,1341.8010000000002
P0007,2024-03-11,1,317.583
P0007,2024-04-08,1,243.024
P0007,2024-04-22,3,2078.752
P0007,2024-05-06,1,882.78
P0007,2024-05-27,2,1720.512
P0007,2024-06-24,3,3160.773
P0007,2024-08-05,3,1617.54
P0007,2024-09-16,2,2827.1414999999997
P0007,2024-11-11,3,2139.066
P0007,2024-11-25,2,719.82
P0007,2024-12-02,2,2120.51
P0007,2024-12-09,3,3483.144
P0007,2025-01-27,5,3537.2775
P0007,2025-02-24,1,543.991
P0007,2025-04-28,1,603.4069999999999
P0007,2025-06-23,2,1912.386
P0008,2023-11-06,3,4290.0
P0008,2023-11-13,2,1241.552
P0008,2023-11-20,1,1236.8475
P0008,2023-12-25,1,2425.6
P0008,2024-01-08,1,596.205
P0008,2024-01-15,4,3147.81
P0008,2024-01-29,1,1123.563
P0008,2024-02-19,2,2548.2490000000003
P0008,2024-06-03,3,2842.23
P0008,2024-06-17,5,3901.1
P0008,2024-07-08,2,2542.846
P0008,2024-07-22,2,1224.69
P0008,2024-08-12,2,3535.128
P0008,2024-08-19,3,2978.217
P0008,2024-08-26,4,1617.516
P0008,2024-12-02,3,5496.87
P0008,2025-01-20,1,1249.63
P0008,2025-02-03,2,2234.415
P0008,2025-02-17,1,677.152
P0008,2025-04-14,2,2063.64
P0008,2025-05-05,5,1810.2000000000005
P0008,2025-05-12,5,4646.4025
P0008,2025-06-02,3,2912.4
P0008,2025-06-09,1,539.265
P0008,2025-06-23,1,735.66
P0009,2023-07-24,9,3790.22
P0009,2023-07-31,3,848.5200000000001
P0009,2023-08-07,3,2431.92
P0009,2023-08-14,1,792.0895
P0009,2023-09-11,2,608.784
P0009,2023-09-18,1,292.576
P0009,2023-09-25,2,2185.2
P0009,2023-10-30,2,1893.042
P0009,2023-12-04,1,1290.045
P0009,2023-12-25,1,659.37
P0009,2024-01-15,2,2197.9
P0009,2024-01-29,1,1286.1675
P0009,2024-02-05,2,2406.14
P0009,2024-04-15,1,815.171
P0009,2024-04-22,1,364.743
P0009,2024-05-20,1,715.326
P0009,2024-05-27,3,4787.112000000001
P0009,2024-06-10,3,3458.2409999999995
P0009,2024-06-24,2,801.857
P0009,2024-11-11,2,1465.08
P0009,2025-03-17,3,3132.0075
P0009,2025-03-24,3,4768.992
P0009,2025-04-14,9,2952.552
P0009,2025-05-19,1,1197.848
P0009,2025-06-02,1,1249.264
P0009,2025-06-09,1,1578.5095
P0009,2025-06-16,2,3538.404
P0010,2023-08-07,1,2448.85
P0010,2023-08-14,3,1319.43
P0010,2023-12-04,1,261.672
P0010,2023-12-25,5,3943.728
P0010,2024-01-15,3,2372.8274999999994
P0010,2024-01-22,1,1730.745
P0010,2024-01-29,1,815.8215
P0010,2024-02-19,2,2980.152
P0010,2024-03-25,1,772.308
P0010,2024-06-10,2,1437.664
P0010,2024-07-22,1,846.87
P0010,2024-08-26,1,553.63
P0010,2024-11-11,1,1437.714
P0010,2024-12-02,1,575.316
P0010,2024-12-16,2,2804.145
P0010,2025-02-03,4,1586.4299999999998
P0010,2025-03-03,3,3516.4800000000005
P0010,2025-04-14,1,1393.209
P0010,2025-05-19,5,2297.82
P0010,2025-06-16,1,924.96
P0010,2025-06-23,3,1458.072
P0011,2023-07-17,4,4525.434
P0011,2023-07-31,3,4214.009999999999
P0011,2023-09-04,5,2864.4349999999995
P0011,2023-09-18,2,905.634
P0011,2023-10-02,2,1799.901
P0011,2023-10-16,1,328.275
P0011,2023-11-06,3,2629.986
P0011,2023-11-27,5,4096.495
P0011,2024-02-05,1,1031.1775
P0011,2024-02-12,5,4890.6165
P0011,2024-02-26,2,2225.628
P0011,2024-03-18,4,4838.16
P0011,2024-03-25,3,4339.581
P0011,2024-05-06,1,442.869
P0011,2024-05-20,3,1813.584
P0011,2024-05-27,1,746.175
P0011,2024-06-03,1,1240.06
P0011,2024-06-24,1,542.226
P0011,2024-07-01,2,1641.888
P0011,2024-08-12,2,2140.782
P0011,2024-09-09,1,630.54
P0011,2024-10-28,2,2633.436
P0011,2024-11-04,3,3623.97
P0011,2024-11-18,2,1792.7780000000002
P0011,2025-03-17,2,1783.0875
P0011,2025-05-05,5,5323.847500000001
P0011,2025-07-07,1,1833.4335
P0012,2023-08-14,1,1687.862
P0012,2023-08-21,4,2617.328
P0012,2023-09-04,1,482.85
P0012,2023-10-16,6,6339.960000000001
P0012,2023-11-06,4,7454.08
P0012,2024-04-08,3,3224.4975
P0012,2024-04-15,3,1629.66
P0012,2024-04-22,4,5819.008
P0012,2024-06-17,1,922.556
P0012,2024-06-24,2,1430.384
P0012,2025-01-06,7,2228.5725
P0012,2025-03-03,2,972.048
P0012,2025-04-21,1,1043.728
P0012,2025-05-19,2,2405.826
P0013,2023-08-21,3,2052.4845
P0013,2023-09-18,3,2101.344
P0013,2023-11-06,2,961.116
P0013,2023-11-20,3,1105.686
P0013,2023-12-11,1,555.6645
P0013,2023-12-18,1,1953.828
P0013,2024-01-08,1,1407.735
P0013,2024-02-26,1,955.785
P0013,2024-06-03,1,996.436
P0013,2024-06-24,1,1024.376
P0013,2024-08-12,1,820.8525
P0013,2024-09-02,1,2135.8
P0013,2024-09-09,2,1968.04
P0013,2024-11-11,2,1808.032
P0013,2024-11-25,2,1428.57
P0013,2025-05-05,5,7226.487499999999
P0013,2025-05-12,5,1678.0
P0013,2025-06-23,1,668.817
P0014,2023-07-31,4,6759.302
P0014,2023-09-18,1,841.6425
P0014,2023-10-09,4,4464.975
P0014,2023-10-23,5,5167.1
P0014,2023-11-13,2,548.895
P0014,2023-11-20,1,1566.3
P0014,2023-12-04,2,2489.07
P0014,2023-12-25,3,2604.96
P0014,2024-01-01,7,8262.408
P0014,2024-02-12,1,904.281
P0014,2024-04-01,1,324.368
P0014,2024-05-13,1,557.914
P0014,2024-05-27,1,813.98
P0014,2024-07-08,5,3425.496
P0014,2024-12-16,3,1840.266
P0014,2025-01-13,4,4490.856
P0014,2025-03-03,2,2155.56
P0014,2025-03-17,2,1649.9775000000002
P0014,2025-04-14,2,1041.888
P0014,2025-04-28,3,2466.621
P0014,2025-06-09,2,2523.5860000000002
P0015,2023-08-21,1,1078.2990000000002
P0015,2023-09-25,2,2213.685
P0015,2023-12-25,4,4813.878
P0015,2024-01-01,3,2121.8999999999996
P0015,2024-01-08,1,721.59
P0015,2024-02-19,2,2898.592
P0015,2024-02-26,6,3697.134000000001
P0015,2024-04-29,1,1582.62
P0015,2024-05-20,3,1461.312
P0015,2024-06-10,1,1969.38
P0015,2024-06-24,5,2279.19
P0015,2024-07-15,1,1863.52
P0015,2024-08-05,1,238.368
P0015,2024-11-18,2,1441.728
P0015,2024-12-30,2,4022.55
P0015,2025-04-14,2,1342.6
P0015,2025-05-19,2,964.14
P0015,2025-05-26,3,1083.747
P0015,2025-06-16,1,581.8499999999999
P0015,2025-06-23,1,1736.793
P0016,2023-10-09,1,810.8
P0016,2023-11-20,3,3475.848
P0016,2023-11-27,1,851.9159999999999
P0016,2023-12-04,1,246.312
P0016,2024-01-29,2,2376.0
P0016,2024-02-05,2,1778.495
P0016,2024-03-18,2,1723.416
P0016,2024-05-06,1,492.3
P0016,2024-06-03,2,1885.608
P0016,2024-06-10,2,646.2
P0016,2024-06-24,4,6557.546
P0016,2024-07-01,2,3153.42
P0016,2024-07-08,6,1975.74
P0016,2024-07-15,4,1320.99
P0016,2024-07-22,2,1452.402
P0016,2024-08-19,1,727.651
P0016,2024-09-16,2,2017.287
P0016,2024-11-04,3,742.3499999999999
P0016,2024-11-11,4,5095.915
P0016,2024-12-02,4,4414.68
P0016,2025-01-06,1,1122.424
P0016,2025-01-13,1,490.22100000000006
P0016,2025-01-27,1,299.3925
P0016,2025-02-10,3,2459.478
P0016,2025-03-31,2,1986.28
P0016,2025-04-14,2,4227.063
P0016,2025-04-28,3,3244.2750000000005
P0016,2025-05-19,1,600.594
P0016,2025-06-16,4,6316.032
P0016,2025-07-07,1,753.1300000000001
P0017,2023-08-28,4,4884.76
P0017,2023-09-04,2,2029.86
P0017,2023-09-18,1,789.276
P0017,2023-09-25,2,2459.713
P0017,2023-10-16,2,1578.552
P0017,2023-11-06,4,3902.3085
P0017,2023-11-13,4,1118.124
P0017,2024-01-29,1,2071.0095
P0017,2024-02-26,1,1924.452
P0017,2024-03-11,2,2283.661
P0017,2024-03-25,3,5117.187
P0017,2024-04-01,2,1433.292
P0017,2024-05-20,1,1282.12
P0017,2024-06-03,1,760.496
P0017,2024-08-12,4,3436.752
P0017,2024-09-30,3,1892.058
P0017,2024-10-14,1,2162.34
P0017,2025-04-21,8,4022.2155
P0017,2025-05-05,1,1929.06
P0017,2025-05-26,1,727.7280000000001
P0017,2025-06-23,3,3946.38
P0018,2023-07-17,1,277.096
P0018,2023-07-31,5,4869.984
P0018,2023-10-09,1,993.139
P0018,2023-11-06,3,1782.942
P0018,2023-12-25,3,4583.222
P0018,2024-01-08,2,965.0039999999999
P0018,2024-02-12,1,315.666
P0018,2024-02-26,2,1245.612
P0018,2024-03-11,4,7005.088000000001
P0018,2024-05-06,2,1123.54
P0018,2024-05-13,2,2289.66
P0018,2024-06-24,1,982.547
P0018,2024-07-22,1,224.214
P0018,2024-08-12,2,1985.291
P0018,2024-08-19,8,5649.798000000001
P0018,2025-01-13,1,1857.384
P0018,2025-01-20,2,2816.1400000000003
P0018,2025-04-28,2,2599.456
P0018,2025-06-02,4,6099.296
P0019,2023-07-17,1,482.416
P0019,2023-07-24,5,4273.349999999999
P0019,2023-09-04,3,3412.845
P0019,2023-10-30,2,2601.688
P0019,2023-11-13,4,3839.616
P0019,2024-04-01,1,1187.54
P0019,2024-06-10,3,3896.292
P0019,2024-07-01,1,888.7520000000001
P0019,2024-10-07,3,3518.4135
P0019,2024-11-04,2,1829.415
P0019,2024-11-18,1,1557.54
P0019,2024-11-25,4,6448.828
P0019,2024-12-09,1,1570.472
P0019,2024-12-30,7,7831.67
P0019,2025-01-06,3,2493.834
P0019,2025-01-27,1,451.2075
P0019,2025-02-17,1,517.149
P0019,2025-02-24,1,741.3119999999999
P0019,2025-03-31,1,758.6700000000001
P0019,2025-04-07,2,2018.226
P0019,2025-05-05,4,6829.546
P0019,2025-05-19,4,1816.096
P0019,2025-06-09,2,720.384
P0019,2025-06-16,3,1571.742
P0020,2023-07-24,1,902.83
P0020,2023-08-28,2,1512.46
P0020,2023-09-04,4,6162.534
P0020,2023-10-23,1,1657.5884999999998
P0020,2024-01-29,3,5654.7135
P0020,2024-02-12,1,501.69000000000005
P0020,2024-02-26,1,574.2539999999999
P0020,2024-04-01,3,3795.165
P0020,2024-04-22,3,1393.4985
P0020,2024-05-27,1,541.698
P0020,2024-06-10,2,745.818
P0020,2025-01-27,1,1948.08
P0020,2025-03-17,3,3408.672
P0020,2025-03-31,1,1578.3480000000002
P0020,2025-06-16,3,713.25
P0021,2023-07-10,4,5779.7175
P0021,2023-07-24,2,1628.4100000000003
P0021,2024-02-19,3,3473.55
P0021,2024-03-04,3,2447.3235
P0021,2024-03-11,5,4530.372
P0021,2024-04-01,1,1378.215
P0021,2024-04-29,1,354.416
P0021,2024-07-08,4,5756.782
P0021,2024-08-12,2,818.1179999999999
P0021,2024-09-09,2,1318.2599999999998
P0021,2024-10-14,2,2908.96
P0021,2024-10-21,1,1100.6509999999998
P0021,2024-11-04,2,2201.302
P0021,2025-01-06,1,1043.8
P0021,2025-01-20,1,1041.8365
P0021,2025-01-27,2,1288.154
P0021,2025-02-17,2,946.956
P0021,2025-03-03,1,1230.64
P0021,2025-04-14,1,1101.3445
P0021,2025-05-19,1,1163.372
P0021,2025-05-26,3,1492.8584999999998
P0022,2023-08-14,9,9180.444710000007
P0022,2023-09-11,7,6378.9405
P0022,2023-09-18,4,3992.076000000001
P0022,2023-10-09,4,4054.6
P0022,2023-12-18,1,1975.0975
P0022,2024-01-01,1,1573.7835
P0022,2024-01-08,1,156.89999999999998
P0022,2024-05-13,5,6045.468999999999
P0022,2024-05-20,2,2508.21
P0022,2024-06-03,1,2366.12
P0022,2024-06-24,1,892.4559999999999
P0022,2024-07-01,3,366.246
P0022,2024-07-29,1,553.404
P0022,2024-08-05,3,2103.402
P0022,2024-08-19,1,344.01
P0022,2024-09-16,4,2504.064
P0022,2024-09-30,5,4041.675
P0022,2024-10-28,2,1730.04
P0022,2024-11-25,4,5130.479
P0022,2024-12-09,1,1490.96
P0022,2024-12-30,2,2982.87
P0022,2025-01-06,3,3758.0385
P0022,2025-02-17,3,5083.938
P0022,2025-03-03,4,1954.72
P0022,2025-03-10,1,417.0595
P0022,2025-04-21,1,539.75
P0022,2025-05-12,1,874.594
P0022,2025-05-19,2,848.559
P0023,2023-08-14,2,3322.62
P0023,2023-10-09,1,482.394
P0023,2023-10-23,3,5779.4580000000005
P0023,2023-11-20,1,215.9775
P0023,2024-01-01,3,6333.213
P0023,2024-02-12,3,4061.5065
P0023,2024-04-01,1,573.6869999999999
P0023,2024-06-24,1,1999.647
P0023,2024-07-01,3,4888.3245
P0023,2024-08-05,5,2688.85
P0023,2024-08-26,5,2518.36
P0023,2024-09-09,1,487.143
P0023,2024-12-09,1,950.4
P0023,2025-01-13,3,3373.8720000000003
P0023,2025-01-20,2,737.6560000000001
P0023,2025-01-27,1,1968.71
P0023,2025-04-28,11,10618.482
P0023,2025-05-05,2,2689.86
P0023,2025-06-02,1,296.17600000000004
P0024,2023-10-02,3,1999.473
P0024,2023-10-09,2,958.562
P0024,2023-12-18,4,5181.871999999999
P0024,2024-01-22,2,2245.853
P0024,2024-01-29,2,449.582
P0024,2024-02-05,1,1338.376
P0024,2024-04-29,1,775.15
P0024,2024-05-27,4,1568.064
P0024,2024-07-15,4,1811.772
P0024,2024-08-12,1,853.4595
P0024,2024-09-02,1,567.102
P0024,2024-10-21,2,2027.732
P0024,2024-11-04,2,1595.85
P0024,2024-11-11,1,608.9775
P0024,2024-12-30,3,4149.224999999999
P0024,2025-01-20,1,971.667
P0024,2025-01-27,3,2787.585
P0024,2025-02-10,3,3235.4280000000003
P0024,2025-05-12,5,2507.8
P0025,2023-07-31,2,1200.5159999999998
P0025,2023-08-14,3,1539.969
P0025,2023-09-04,1,1183.833
P0025,2023-09-25,4,8033.36
P0025,2023-10-02,3,2013.9715
P0025,2023-11-06,1,1133.19325
P0025,2023-12-18,4,2885.216
P0025,2024-01-15,1,256.2665
P0025,2024-03-04,1,866.8799999999999
P0025,2024-04-29,5,9502.440999999999
P0025,2024-05-27,2,1721.762
P0025,2024-06-17,5,3917.6099999999997
P0025,2024-07-15,1,383.202
P0025,2024-07-22,4,1084.256
P0025,2024-07-29,1,1627.91
P0025,2024-08-26,5,7022.603999999999
P0025,2024-12-16,3,3517.68825
P0025,2025-03-10,4,4195.154500000001
P0025,2025-04-21,1,1691.959
P0025,2025-05-12,5,4277.021000000001
P0025,2025-05-19,2,743.6355000000001
P0025,2025-05-26,1,1013.90975
P0025,2025-06-02,3,1863.81
P0025,2025-06-23,1,1209.448
P0026,2023-07-10,4,5039.808
P0026,2023-07-17,3,1808.208
P0026,2023-07-24,2,1762.428
P0026,2023-07-31,1,1757.04
P0026,2023-09-11,4,1392.18
P0026,2023-09-25,1,539.1990000000001
P0026,2023-10-23,1,692.4
P0026,2023-11-13,5,3497.7
P0026,2023-11-20,5,1604.175
P0026,2023-12-11,1,757.043
P0026,2023-12-18,4,4874.478
P0026,2023-12-25,4,625.4639999999999
P0026,2024-05-13,2,387.555
P0026,2024-05-20,1,841.99
P0026,2024-06-03,1,811.1175000000001
P0026,2024-06-10,3,1115.625
P0026,2024-06-17,2,706.4639999999999
P0026,2024-08-26,1,511.0
P0026,2024-09-02,3,594.4275
P0026,2024-09-09,1,724.78
P0026,2024-09-23,1,1586.746
P0026,2024-10-07,4,8499.421710000008
P0026,2024-12-23,2,3889.566
P0026,2025-01-06,1,372.505
P0026,2025-01-13,2,2352.602
P0026,2025-01-27,2,1740.63
P0026,2025-03-03,3,3244.4700000000003
P0026,2025-03-17,1,2023.766
P0026,2025-03-31,7,9269.485
P0026,2025-05-05,1,1209.46
P0026,2025-06-23,1,703.5875
P0027,2023-07-31,1,623.214
P0027,2023-08-14,3,1994.928
P0027,2023-09-04,3,6287.64
P0027,2023-09-18,1,771.03
P0027,2023-11-06,3,2099.88
P0027,2023-12-04,1,904.374
P0027,2023-12-18,3,5279.700000000001
P0027,2024-03-11,3,2040.2025000000003
P0027,2024-09-02,1,650.28
P0027,2024-10-21,3,1376.9655000000002
P0027,2024-10-28,5,3093.936
P0027,2024-11-04,3,515.124
P0027,2024-12-09,3,1766.025
P0027,2025-01-20,4,8170.570000000001
P0027,2025-01-27,2,3468.184
P0027,2025-02-24,6,7219.334999999999
P0027,2025-03-03,3,1202.928
P0027,2025-03-17,3,1520.5605
P0027,2025-04-07,4,3962.2079999999996
P0027,2025-05-12,6,4986.44
P0027,2025-06-02,1,1319.54
P0028,2023-07-10,3,3290.322
P0028,2023-07-17,3,3952.71
P0028,2023-07-31,1,1622.106
P0028,2023-08-28,1,2014.6
P0028,2023-09-11,4,2492.886
P0028,2023-10-09,5,7468.1975
P0028,2023-12-04,1,476.68
P0028,2024-01-15,4,6228.955
P0028,2024-03-25,1,1793.6529999999998
P0028,2024-05-27,2,623.44
P0028,2024-06-17,1,129.24599999999998
P0028,2024-06-24,5,2670.9
P0028,2024-07-08,1,494.274
P0028,2024-07-22,1,1108.6725
P0028,2024-09-30,3,2164.6800000000003
P0028,2024-11-04,2,831.1379999999999
P0028,2024-11-11,2,1226.944
P0028,2024-12-02,3,3281.744
P0028,2025-01-13,1,1232.4879999999998
P0028,2025-03-17,1,850.884
P0028,2025-04-14,1,1106.9589999999998
P0028,2025-05-12,4,5443.136
P0028,2025-05-26,4,4057.152
P0028,2025-06-02,2,2893.08
P0028,2025-06-09,1,727.426
P0028,2025-06-16,2,1226.58
P0028,2025-06-23,3,7441.469999999999
P0029,2023-08-21,1,682.644
P0029,2023-09-18,1,470.034
P0029,2023-10-02,1,109.842
P0029,2023-10-09,1,1456.38
P0029,2023-10-16,3,3007.98
P0029,2023-10-23,1,1023.966
P0029,2023-11-06,1,425.0625
P0029,2023-11-20,3,2730.576
P0029,2023-12-04,1,693.8159999999999
P0029,2024-02-05,2,3414.376
P0029,2024-03-11,3,3070.032
P0029,2024-04-29,2,2527.776
P0029,2024-08-05,1,890.73
P0029,2024-08-12,2,1375.221
P0029,2024-08-19,3,1017.9345
P0029,2024-08-26,3,2016.8595
P0029,2024-09-09,2,1944.3
P0029,2024-10-07,2,3972.68
P0029,2024-10-14,2,1868.34
P0029,2024-11-18,1,779.4010000000001
P0029,2025-01-20,5,4788.173
P0029,2025-02-17,6,7936.182000000001
P0029,2025-03-10,1,1306.8825
P0029,2025-05-26,6,8381.778
P0029,2025-06-02,3,3123.866
P0029,2025-06-09,2,2152.6130000000003
P0029,2025-06-23,3,1275.408
P0030,2023-08-07,6,5619.4875
P0030,2023-10-02,2,3086.02
P0030,2023-11-13,2,2041.888
P0030,2023-12-18,4,5570.42
P0030,2024-01-01,3,2301.291
P0030,2024-01-22,5,5856.078
P0030,2024-02-26,2,1334.61
P0030,2024-03-11,1,1061.45875
P0030,2024-04-01,1,770.076
P0030,2024-04-15,2,2122.9175
P0030,2024-05-13,3,3854.916
P0030,2024-05-27,4,6701.22
P0030,2024-06-17,5,867.675
P0030,2024-06-24,2,2428.4225
P0030,2024-07-01,3,3297.699
P0030,2024-07-08,2,2422.534
P0030,2024-08-05,1,602.072
P0030,2024-12-09,3,4732.3155
P0030,2025-01-13,1,792.9449999999999
P0030,2025-02-10,1,1021.8225
P0030,2025-03-03,1,985.76
P0030,2025-03-10,2,1161.049
P0030,2025-03-31,4,3185.01
P0030,2025-04-07,1,1437.471
P0030,2025-05-05,4,1989.12
P0030,2025-06-09,2,715.152
P0030,2025-06-30,4,5352.802
P0031,2023-07-03,1,332.948
P0031,2023-07-31,3,1757.3625
P0031,2023-09-11,1,1340.06
P0031,2023-10-09,1,868.301
P0031,2023-10-23,2,1199.152
P0031,2024-01-01,3,2356.977
P0031,2024-02-26,6,7257.614
P0031,2024-05-20,1,1905.05
P0031,2024-05-27,2,2110.052
P0031,2024-08-26,3,706.92
P0031,2024-09-09,2,585.396
P0031,2024-09-16,3,2408.04
P0031,2024-12-02,4,621.432
P0031,2025-01-27,1,156.774
P0031,2025-02-10,2,785.568
P0031,2025-02-24,2,683.7359999999999
P0031,2025-03-31,2,3919.054
P0031,2025-04-14,3,1523.682
P0031,2025-06-30,4,2429.8720000000003
P0032,2023-07-10,2,778.918
P0032,2023-07-17,8,4712.5125
P0032,2023-08-07,1,801.941
P0032,2023-09-25,1,2090.038
P0032,2023-11-27,3,3912.36
P0032,2023-12-18,1,652.9575
P0032,2023-12-25,1,514.824
P0032,2024-02-05,7,1781.865
P0032,2024-02-12,4,4418.01
P0032,2024-03-11,1,735.99
P0032,2024-04-22,3,1774.647
P0032,2024-05-06,4,1861.092
P0032,2024-05-20,1,1444.424
P0032,2024-09-30,1,722.225
P0032,2024-12-09,4,4412.64
P0032,2024-12-23,2,3199.28
P0032,2025-01-13,1,176.298
P0032,2025-01-27,2,2081.602
P0032,2025-02-17,2,376.944
P0032,2025-03-10,4,7074.08
P0032,2025-04-07,2,1359.52
P0033,2023-07-10,5,4095.5049999999997
P0033,2023-09-04,1,1017.68
P0033,2023-11-27,4,5823.996
P0033,2023-12-04,1,592.764
P0033,2024-01-15,3,1758.366
P0033,2024-01-22,2,1072.203
P0033,2024-02-19,1,624.8339999999998
P0033,2024-03-11,1,1976.418
P0033,2024-07-01,3,831.042
P0033,2024-07-15,2,586.452
P0033,2024-08-19,2,2615.346
P0033,2024-10-28,1,1725.74
P0033,2024-11-25,2,1183.301
P0033,2025-02-17,1,1586.007
P0033,2025-03-03,2,903.378
P0033,2025-03-17,1,660.008
P0033,2025-04-28,1,1031.807
P0033,2025-05-19,2,617.4599999999999
P0033,2025-06-23,1,1977.867
P0033,2025-06-30,1,467.415
P0033,2025-07-07,1,1265.571
P0034,2023-07-10,1,1358.776
P0034,2023-07-17,3,1780.485
P0034,2023-07-24,3,2319.514
P0034,2023-08-28,3,1711.7099999999998
P0034,2023-09-11,2,559.86
P0034,2023-10-16,4,2484.36
P0034,2023-11-06,4,7017.536
P0034,2023-12-25,1,372.93
P0034,2024-01-08,1,1767.969
P0034,2024-01-15,1,284.952
P0034,2024-02-05,3,1548.652
P0034,2024-04-22,4,6351.8
P0034,2024-04-29,5,5646.7880000000005
P0034,2024-05-13,5,6396.7775
P0034,2024-05-27,2,2364.15
P0034,2024-06-03,4,3320.472
P0034,2024-06-10,1,1021.34
P0034,2024-07-15,1,1082.718
P0034,2024-07-29,4,2003.348
P0034,2024-09-09,2,225.372
P0034,2024-09-30,1,1313.475
P0034,2024-11-04,2,689.136
P0034,2024-11-25,2,1911.456
P0034,2024-12-09,3,837.879
P0034,2024-12-16,1,719.2429999999999
P0034,2024-12-23,1,817.072
P0034,2024-12-30,1,1023.379
P0034,2025-01-20,4,2991.6545
P0034,2025-02-03,1,429.96
P0034,2025-02-24,3,995.82
P0034,2025-03-03,1,1437.758
P0034,2025-03-17,1,842.244
P0034,2025-03-24,2,3208.44
