sku_id,date,stock_level,restock_flag,supplier_lead_time,stock_level_capped,is_low_stock,days_until_restock,inventory_health_score
P1397,2025-05-09,23,False,11.0,23,False,0.0,1.9166666666666667
P0770,2025-03-11,58,False,2.0,58,False,0.0,19.333333333333332
P0563,2025-01-22,101,False,3.0,101,False,0.0,25.25
P0373,2025-03-21,42,True,13.0,42,False,13.0,3.0
P0248,2025-02-07,63,False,3.0,63,False,0.0,15.75
P1041,2024-06-09,54,True,12.0,54,False,12.0,4.153846153846154
P0776,2023-12-27,27,False,14.0,27,False,0.0,1.8
P1324,2025-05-12,50,False,1.0,50,False,0.0,25.0
P0127,2024-09-22,25,False,13.0,25,False,0.0,1.7857142857142858
P0437,2023-09-12,60,False,6.0,60,False,0.0,8.571428571428571
P0206,2025-06-30,64,False,5.0,64,False,0.0,10.666666666666666
P0239,2023-11-19,0,False,2.0,0,True,0.0,0.0
P0728,2024-06-29,52,True,2.0,52,False,2.0,17.333333333333332
P1347,2025-03-21,79,False,8.0,79,False,0.0,8.777777777777779
P0442,2024-10-07,39,False,14.0,39,False,0.0,2.6
P0231,2023-09-17,81,False,12.0,81,False,0.0,6.230769230769231
P0939,2024-12-23,16,False,5.0,16,False,0.0,2.6666666666666665
P1177,2023-09-03,70,False,2.0,70,False,0.0,23.333333333333332
P0522,2025-02-27,28,False,2.0,28,False,0.0,9.333333333333334
P0841,2024-08-16,48,False,4.0,48,False,0.0,9.6
P0274,2024-12-29,76,False,10.0,76,False,0.0,6.909090909090909
INVALID_SKU,2024-01-11,66,False,14.0,66,False,0.0,4.4
P0055,2024-03-25,67,False,8.0,67,False,0.0,7.444444444444445
P0490,2025-06-27,0,False,10.0,0,True,0.0,0.0
P0657,2024-09-13,27,False,1.0,27,False,0.0,13.5
P1084,2023-08-02,28,False,2.0,28,False,0.0,9.333333333333334
P0615,2025-04-06,0,False,5.0,0,True,0.0,0.0
P0755,2024-06-15,1,False,10.0,1,True,0.0,0.09090909090909091
P1334,2024-03-09,0,False,6.0,0,True,0.0,0.0
P1385,2024-03-21,47,False,8.0,47,False,0.0,5.222222222222222
P0861,2025-03-22,78,False,10.0,78,False,0.0,7.090909090909091
P0773,2024-02-06,63,True,10.0,63,False,10.0,5.7272727272727275
P0625,2025-04-23,57,False,8.0,57,False,0.0,6.333333333333333
P0175,2025-05-15,92,True,13.0,92,False,13.0,6.571428571428571
P1001,2024-08-07,24,False,9.0,24,False,0.0,2.4
P0639,2025-01-11,54,False,9.0,54,False,0.0,5.4
P0730,2024-10-31,82,False,9.0,82,False,0.0,8.2
P0386,2025-06-05,4,False,8.0,4,True,0.0,0.4444444444444444
P1381,2023-11-29,53,True,12.0,53,False,12.0,4.076923076923077
P0343,2024-06-23,17,False,10.0,17,False,0.0,1.5454545454545454
P0085,2024-05-11,65,False,13.0,65,False,0.0,4.642857142857143
P0024,2024-10-17,13,False,14.0,13,False,0.0,0.8666666666666667
P0587,2025-02-27,70,False,2.0,70,False,0.0,23.333333333333332
P0808,2024-02-04,79,False,8.0,79,False,0.0,8.777777777777779
P1269,2025-06-06,40,False,4.0,40,False,0.0,8.0
P1380,2024-05-18,55,False,3.0,55,False,0.0,13.75
P1068,2024-12-23,55,True,9.0,55,False,9.0,5.5
P1252,2025-04-13,76,False,9.0,76,False,0.0,7.6
P0435,2024-01-23,25,False,14.0,25,False,0.0,1.6666666666666667
P1375,2023-08-17,26,False,3.0,26,False,0.0,6.5
P0027,2024-01-03,26,True,2.0,26,False,2.0,8.666666666666666
P1470,2024-01-16,64,False,7.0,64,False,0.0,8.0
P0295,2024-09-05,66,False,8.0,66,False,0.0,7.333333333333333
P0220,2024-07-15,108,False,4.0,108,False,0.0,21.6
P0528,2025-04-12,0,True,4.0,0,True,4.0,0.0
P0524,2025-06-11,34,False,10.0,34,False,0.0,3.090909090909091
P0983,2025-04-23,68,False,11.0,68,False,0.0,5.666666666666667
P0527,2025-07-04,79,True,12.0,79,False,12.0,6.076923076923077
P0099,2025-05-25,30,False,6.0,30,False,0.0,4.285714285714286
P1399,2023-11-06,1,False,10.0,1,True,0.0,0.09090909090909091
P0798,2024-09-29,103,False,8.0,103,False,0.0,11.444444444444445
P0652,2024-06-06,48,True,3.0,48,False,3.0,12.0
P0181,2024-02-24,70,True,9.0,70,False,9.0,7.0
P0180,2024-07-01,51,False,9.0,51,False,0.0,5.1
P0751,2024-02-08,149,False,8.0,119,False,0.0,13.222222222222221
P0634,2023-09-13,23,False,10.0,23,False,0.0,2.090909090909091
INVALID_SKU,2025-05-05,53,False,7.0,53,False,0.0,6.625
P0385,2025-03-17,41,False,12.0,41,False,0.0,3.1538461538461537
P1017,2023-12-09,29,False,14.0,29,False,0.0,1.9333333333333333
P1164,2025-06-05,59,False,8.0,59,False,0.0,6.555555555555555
P0909,2024-01-02,23,False,2.0,23,False,0.0,7.666666666666667
P0509,2024-11-21,72,True,13.0,72,False,13.0,5.142857142857143
P0311,2023-10-26,11,True,13.0,11,False,13.0,0.7857142857142857
P1086,2024-03-17,36,True,13.0,36,False,13.0,2.5714285714285716
P0191,2025-06-03,59,False,8.0,59,False,0.0,6.555555555555555
P0157,2024-11-04,15,False,8.0,15,False,0.0,1.6666666666666667
P0604,2025-05-07,59,False,9.0,59,False,0.0,5.9
INVALID_SKU,2023-08-07,56,False,11.0,56,False,0.0,4.666666666666667
P1106,2025-07-06,8,False,6.0,8,True,0.0,1.1428571428571428
P1005,2025-03-21,56,False,4.0,56,False,0.0,11.2
P1258,2024-12-20,112,False,2.0,112,False,0.0,37.333333333333336
P0289,2025-03-12,9,True,10.0,9,True,10.0,0.8181818181818182
P0994,2024-09-15,105,True,4.0,105,False,4.0,21.0
P0085,2023-11-01,67,False,4.0,67,False,0.0,13.4
P0856,2023-12-05,79,False,10.0,79,False,0.0,7.181818181818182
P0616,2024-12-07,87,True,9.0,87,False,9.0,8.7
P1314,2024-06-17,31,False,14.0,31,False,0.0,2.066666666666667
P0156,2025-02-04,121,False,7.0,119,False,0.0,14.875
P0687,2025-05-21,0,True,4.0,0,True,4.0,0.0
P1192,2025-01-13,48,False,5.0,48,False,0.0,8.0
P0884,2024-02-23,70,False,6.0,70,False,0.0,10.0
P1169,2024-12-17,61,False,6.0,61,False,0.0,8.714285714285714
P0822,2023-12-31,55,False,11.0,55,False,0.0,4.583333333333333
P1434,2023-09-04,42,False,11.0,42,False,0.0,3.5
P0078,2024-08-20,30,False,2.0,30,False,0.0,10.0
P1084,2024-02-09,25,False,1.0,25,False,0.0,12.5
P1179,2024-03-19,46,False,9.0,46,False,0.0,4.6
P0209,2024-05-23,73,False,8.0,73,False,0.0,8.11111111111111
P0250,2024-11-14,84,True,1.0,84,False,1.0,42.0
P0988,2025-06-04,68,False,7.0,68,False,0.0,8.5
P0336,2023-09-03,14,False,5.0,14,False,0.0,2.3333333333333335
P0963,2023-09-25,43,False,13.0,43,False,0.0,3.0714285714285716
P0659,2025-04-13,27,False,2.0,27,False,0.0,9.0
P0131,2024-01-03,42,True,2.0,42,False,2.0,14.0
P0292,2024-11-01,47,False,5.0,47,False,0.0,7.833333333333333
P1415,2024-05-05,57,False,1.0,57,False,0.0,28.5
P1170,2023-11-05,52,False,13.0,52,False,0.0,3.7142857142857144
P0380,2023-12-06,20,False,5.0,20,False,0.0,3.3333333333333335
P0092,2024-08-14,30,True,7.0,30,False,7.0,3.75
P0997,2024-10-14,44,False,8.0,44,False,0.0,4.888888888888889
P1162,2025-03-13,31,False,11.0,31,False,0.0,2.5833333333333335
P0428,2023-11-30,53,False,7.0,53,False,0.0,6.625
P0096,2025-04-11,32,False,7.0,32,False,0.0,4.0
INVALID_SKU,2025-04-27,92,False,3.0,92,False,0.0,23.0
P0849,2024-03-08,32,False,13.0,32,False,0.0,2.2857142857142856
P0877,2024-05-02,18,False,3.0,18,False,0.0,4.5
P1301,2025-03-14,62,True,4.0,62,False,4.0,12.4
P0671,2023-09-05,73,False,2.0,73,False,0.0,24.333333333333332
P0436,2024-02-01,36,False,9.0,36,False,0.0,3.6
P0872,2024-06-03,65,False,13.0,65,False,0.0,4.642857142857143
P1010,2024-07-30,9,False,6.0,9,True,0.0,1.2857142857142858
P0012,2025-02-20,45,False,13.0,45,False,0.0,3.2142857142857144
P0701,2024-03-08,47,False,10.0,47,False,0.0,4.2727272727272725
P0517,2024-06-20,47,False,4.0,47,False,0.0,9.4
P0181,2024-01-05,0,False,13.0,0,True,0.0,0.0
P0042,2025-02-28,74,False,5.0,74,False,0.0,12.333333333333334
P0277,2024-04-22,0,False,1.0,0,True,0.0,0.0
P0666,2024-10-04,69,False,6.0,69,False,0.0,9.857142857142858
P0895,2024-12-04,9,True,3.0,9,True,3.0,2.25
P0945,2024-01-29,21,True,7.0,21,False,7.0,2.625
P1341,2025-01-18,76,False,4.0,76,False,0.0,15.2
P1281,2024-08-22,59,False,13.0,59,False,0.0,4.214285714285714
P0080,2023-08-15,15,False,5.0,15,False,0.0,2.5
P1418,2025-04-27,65,False,9.0,65,False,0.0,6.5
P0991,2023-12-04,88,False,14.0,88,False,0.0,5.866666666666666
P0612,2025-05-01,0,False,14.0,0,True,0.0,0.0
P1076,2025-06-18,8,False,3.0,8,True,0.0,2.0
P0116,2024-06-28,30,True,7.0,30,False,7.0,3.75
P0189,2023-10-20,73,False,12.0,73,False,0.0,5.615384615384615
P0292,2025-04-13,45,False,14.0,45,False,0.0,3.0
P0168,2024-03-30,26,False,11.0,26,False,0.0,2.1666666666666665
P0390,2024-10-10,56,True,12.0,56,False,12.0,4.3076923076923075
P0566,2024-09-18,32,False,9.0,32,False,0.0,3.2
P1111,2024-09-11,51,True,5.0,51,False,5.0,8.5
P0128,2023-12-12,23,False,11.0,23,False,0.0,1.9166666666666667
P1061,2024-08-10,45,False,13.0,45,False,0.0,3.2142857142857144
P0711,2023-07-18,25,False,1.0,25,False,0.0,12.5
P0485,2025-06-26,33,False,3.0,33,False,0.0,8.25
P1054,2025-03-12,75,True,8.0,75,False,8.0,8.333333333333334
P1130,2025-06-25,5,False,11.0,5,True,0.0,0.4166666666666667
P0849,2024-04-12,45,False,14.0,45,False,0.0,3.0
P0289,2024-12-16,54,True,12.0,54,False,12.0,4.153846153846154
P0527,2023-07-18,66,False,11.0,66,False,0.0,5.5
P0138,2024-02-10,27,False,8.0,27,False,0.0,3.0
P1365,2023-09-17,65,True,12.0,65,False,12.0,5.0
INVALID_SKU,2024-11-02,52,False,11.0,52,False,0.0,4.333333333333333
P1297,2024-11-01,50,False,8.0,50,False,0.0,5.555555555555555
P0938,2024-03-13,63,False,3.0,63,False,0.0,15.75
P0608,2024-02-05,27,False,6.0,27,False,0.0,3.857142857142857
P0969,2024-01-17,23,False,8.0,23,False,0.0,2.5555555555555554
P0486,2023-08-23,56,False,13.0,56,False,0.0,4.0
P1032,2024-09-21,86,False,13.0,86,False,0.0,6.142857142857143
P0232,2024-04-11,77,True,5.0,77,False,5.0,12.833333333333334
P0948,2023-10-06,100,False,1.0,100,False,0.0,50.0
P1281,2024-05-11,60,False,10.0,60,False,0.0,5.454545454545454
P0087,2024-01-10,37,False,9.0,37,False,0.0,3.7
P1254,2023-10-14,34,False,2.0,34,False,0.0,11.333333333333334
P0752,2024-08-08,52,False,9.0,52,False,0.0,5.2
P1390,2023-09-05,49,False,3.0,49,False,0.0,12.25
P0992,2024-08-20,84,False,9.0,84,False,0.0,8.4
P0627,2024-11-10,64,True,4.0,64,False,4.0,12.8
P0372,2024-02-07,23,False,11.0,23,False,0.0,1.9166666666666667
P1239,2024-11-14,39,False,14.0,39,False,0.0,2.6
P1389,2024-07-16,99,False,3.0,99,False,0.0,24.75
P0089,2023-12-26,108,False,12.0,108,False,0.0,8.307692307692308
P1238,2024-05-19,63,False,5.0,63,False,0.0,10.5
P0193,2024-02-04,23,False,13.0,23,False,0.0,1.6428571428571428
P0622,2024-04-17,0,False,5.0,0,True,0.0,0.0
P0967,2024-02-24,36,False,14.0,36,False,0.0,2.4
P0857,2024-10-24,47,False,10.0,47,False,0.0,4.2727272727272725
P0874,2023-10-08,60,True,7.0,60,False,7.0,7.5
P0065,2023-07-29,50,False,6.0,50,False,0.0,7.142857142857143
P0364,2024-05-03,72,False,6.0,72,False,0.0,10.285714285714286
P1334,2023-10-09,50,False,10.0,50,False,0.0,4.545454545454546
P0570,2023-07-22,83,False,8.0,83,False,0.0,9.222222222222221
P0977,2025-04-27,64,True,4.0,64,False,4.0,12.8
P0133,2025-04-05,30,False,9.0,30,False,0.0,3.0
P0034,2024-05-03,12,False,5.0,12,False,0.0,2.0
P0247,2024-05-26,41,False,4.0,41,False,0.0,8.2
P0020,2024-07-19,130,False,10.0,119,False,0.0,10.818181818181818
P0532,2023-09-09,22,False,9.0,22,False,0.0,2.2
P1052,2023-11-15,65,False,8.0,65,False,0.0,7.222222222222222
P0141,2024-11-09,79,False,12.0,79,False,0.0,6.076923076923077
P0940,2023-11-17,84,False,6.0,84,False,0.0,12.0
P0057,2024-12-21,38,True,9.0,38,False,9.0,3.8
P1245,2024-09-01,83,False,8.0,83,False,0.0,9.222222222222221
P0157,2024-09-14,71,False,14.0,71,False,0.0,4.733333333333333
P0482,2025-03-23,47,True,14.0,47,False,14.0,3.1333333333333333
P0817,2024-07-31,39,False,2.0,39,False,0.0,13.0
P0042,2024-05-13,0,False,6.0,0,True,0.0,0.0
P1137,2023-10-14,78,False,12.0,78,False,0.0,6.0
P0627,2024-08-31,47,False,12.0,47,False,0.0,3.6153846153846154
P1459,2023-08-04,2,False,11.0,2,True,0.0,0.16666666666666666
P0860,2024-03-11,79,True,12.0,79,False,12.0,6.076923076923077
P0004,2024-03-06,9,True,9.0,9,True,9.0,0.9
P1472,2024-10-14,43,True,6.0,43,False,6.0,6.142857142857143
P1097,2025-01-21,29,False,14.0,29,False,0.0,1.9333333333333333
P1227,2024-09-28,42,True,14.0,42,False,14.0,2.8
P1283,2025-03-14,18,False,14.0,18,False,0.0,1.2
P0503,2025-04-14,33,False,8.0,33,False,0.0,3.6666666666666665
P1142,2023-10-07,22,False,7.0,22,False,0.0,2.75
P0858,2023-09-01,57,False,4.0,57,False,0.0,11.4
P0445,2024-04-22,46,False,6.0,46,False,0.0,6.571428571428571
P0269,2025-06-23,74,False,7.0,74,False,0.0,9.25
P0672,2025-03-15,21,True,13.0,21,False,13.0,1.5
P0394,2024-07-04,85,False,1.0,85,False,0.0,42.5
P0486,2024-10-21,103,False,6.0,103,False,0.0,14.714285714285714
P1438,2025-01-14,28,False,3.0,28,False,0.0,7.0
P0296,2025-02-05,43,True,8.0,43,False,8.0,4.777777777777778
P1139,2023-10-07,97,False,3.0,97,False,0.0,24.25
P0068,2025-02-03,50,False,8.0,50,False,0.0,5.555555555555555
P0720,2025-04-18,34,False,10.0,34,False,0.0,3.090909090909091
P0062,2024-09-15,75,False,9.0,75,False,0.0,7.5
P0284,2025-01-06,9,False,8.0,9,True,0.0,1.0
P0439,2024-07-14,25,False,1.0,25,False,0.0,12.5
P1442,2024-12-19,57,False,13.0,57,False,0.0,4.071428571428571
P0646,2023-10-17,39,False,8.0,39,False,0.0,4.333333333333333
P0008,2025-02-20,40,False,7.0,40,False,0.0,5.0
P1410,2024-04-04,35,False,13.0,35,False,0.0,2.5
P1232,2025-04-30,108,False,8.0,108,False,0.0,12.0
P0554,2025-04-23,68,False,9.0,68,False,0.0,6.8
P0284,2025-06-08,82,False,13.0,82,False,0.0,5.857142857142857
P0438,2025-03-26,77,False,7.0,77,False,0.0,9.625
P1138,2025-06-06,26,False,7.0,26,False,0.0,3.25
P0273,2024-09-05,105,False,8.0,105,False,0.0,11.666666666666666
P1314,2023-08-29,32,True,9.0,32,False,9.0,3.2
P0340,2023-07-14,0,True,13.0,0,True,13.0,0.0
P0930,2024-03-31,55,True,7.0,55,False,7.0,6.875
P0484,2025-03-31,1,False,14.0,1,True,0.0,0.06666666666666667
P0012,2023-12-08,15,False,9.0,15,False,0.0,1.5
P0322,2025-01-16,77,False,9.0,77,False,0.0,7.7
P0627,2024-01-20,41,False,5.0,41,False,0.0,6.833333333333333
P0567,2025-03-30,0,False,5.0,0,True,0.0,0.0
P0184,2024-08-20,67,False,5.0,67,False,0.0,11.166666666666666
P1190,2024-05-22,19,True,8.0,19,False,8.0,2.111111111111111
P0848,2024-10-17,76,True,8.0,76,False,8.0,8.444444444444445
P1454,2025-03-21,20,False,4.0,20,False,0.0,4.0
P0266,2024-09-14,93,False,10.0,93,False,0.0,8.454545454545455
P0238,2025-03-29,24,True,2.0,24,False,2.0,8.0
P0985,2024-12-23,0,False,1.0,0,True,0.0,0.0
P1203,2023-08-03,62,False,12.0,62,False,0.0,4.769230769230769
P0882,2023-11-08,24,True,10.0,24,False,10.0,2.1818181818181817
P0980,2024-02-05,75,False,5.0,75,False,0.0,12.5
P0378,2024-03-21,1,True,9.0,1,True,9.0,0.1
P0073,2023-09-19,24,False,10.0,24,False,0.0,2.1818181818181817
P0748,2025-03-03,100,True,8.0,100,False,8.0,11.11111111111111
P0998,2025-05-14,91,True,8.0,91,False,8.0,10.11111111111111
P0538,2023-09-21,52,True,5.0,52,False,5.0,8.666666666666666
P0243,2025-04-20,10,False,13.0,10,True,0.0,0.7142857142857143
P0720,2024-06-09,43,True,9.0,43,False,9.0,4.3
P0791,2025-04-08,51,False,4.0,51,False,0.0,10.2
P0912,2025-03-18,42,False,1.0,42,False,0.0,21.0
P1008,2024-07-30,78,True,8.0,78,False,8.0,8.666666666666666
P0306,2023-11-29,66,False,4.0,66,False,0.0,13.2
P0821,2023-07-10,98,False,11.0,98,False,0.0,8.166666666666666
P0070,2024-05-27,0,False,14.0,0,True,0.0,0.0
P1386,2024-10-20,36,False,6.0,36,False,0.0,5.142857142857143
P1100,2025-01-16,5,False,7.0,5,True,0.0,0.625
P0233,2024-04-23,49,False,4.0,49,False,0.0,9.8
P0017,2025-06-13,86,False,10.0,86,False,0.0,7.818181818181818
P1200,2024-08-01,92,False,3.0,92,False,0.0,23.0
P0383,2025-06-27,50,False,7.0,50,False,0.0,6.25
P1119,2024-06-23,50,False,6.0,50,False,0.0,7.142857142857143
P0031,2025-01-03,36,False,2.0,36,False,0.0,12.0
P0989,2024-11-15,123,False,2.0,119,False,0.0,39.666666666666664
P0253,2024-11-20,21,False,12.0,21,False,0.0,1.6153846153846154
P0124,2023-12-15,28,False,7.0,28,False,0.0,3.5
P1438,2024-01-12,0,False,8.0,0,True,0.0,0.0
P0378,2024-10-14,19,False,14.0,19,False,0.0,1.2666666666666666
P0138,2024-01-22,44,False,8.0,44,False,0.0,4.888888888888889
P0332,2024-12-04,56,False,2.0,56,False,0.0,18.666666666666668
P0472,2023-08-31,28,False,8.0,28,False,0.0,3.111111111111111
P0767,2023-09-17,30,False,3.0,30,False,0.0,7.5
P0384,2023-10-16,53,False,6.0,53,False,0.0,7.571428571428571
P0228,2024-08-13,80,False,5.0,80,False,0.0,13.333333333333334
P0797,2024-12-08,56,False,6.0,56,False,0.0,8.0
P0699,2024-10-23,11,False,10.0,11,False,0.0,1.0
P0819,2023-08-18,45,False,4.0,45,False,0.0,9.0
P0451,2024-09-29,56,False,1.0,56,False,0.0,28.0
P1431,2023-11-02,65,True,12.0,65,False,12.0,5.0
P1355,2024-09-20,80,True,8.0,80,False,8.0,8.88888888888889
P0475,2023-11-15,66,False,3.0,66,False,0.0,16.5
P0650,2024-10-22,72,False,13.0,72,False,0.0,5.142857142857143
P0252,2024-07-27,20,False,3.0,20,False,0.0,5.0
P0267,2024-08-06,20,False,1.0,20,False,0.0,10.0
P1153,2024-06-01,79,False,8.0,79,False,0.0,8.777777777777779
P1380,2024-09-30,30,False,10.0,30,False,0.0,2.727272727272727
P1018,2024-08-16,5,False,3.0,5,True,0.0,1.25
P0183,2025-03-03,23,True,4.0,23,False,4.0,4.6
P0025,2024-11-26,21,False,1.0,21,False,0.0,10.5
P0617,2024-04-23,44,False,4.0,44,False,0.0,8.8
P0747,2024-08-01,33,True,6.0,33,False,6.0,4.714285714285714
P1119,2024-07-10,34,False,3.0,34,False,0.0,8.5
P1127,2024-04-11,31,False,9.0,31,False,0.0,3.1
P0970,2023-07-22,69,False,11.0,69,False,0.0,5.75
P1122,2024-10-05,25,True,8.0,25,False,8.0,2.7777777777777777
P1274,2025-03-21,74,False,2.0,74,False,0.0,24.666666666666668
P0309,2023-09-21,44,False,4.0,44,False,0.0,8.8
P0940,2025-03-12,62,False,8.0,62,False,0.0,6.888888888888889
P0816,2024-01-14,50,True,4.0,50,False,4.0,10.0
P1389,2023-09-26,44,False,2.0,44,False,0.0,14.666666666666666
P1259,2024-05-05,62,False,14.0,62,False,0.0,4.133333333333334
P0785,2023-10-02,33,False,2.0,33,False,0.0,11.0
P0441,2024-09-29,74,False,14.0,74,False,0.0,4.933333333333334
P0568,2024-07-02,29,True,8.0,29,False,8.0,3.2222222222222223
INVALID_SKU,2024-08-29,5,True,4.0,5,True,4.0,1.0
P0520,2023-10-05,30,False,14.0,30,False,0.0,2.0
P0063,2024-12-06,109,False,12.0,109,False,0.0,8.384615384615385
P0438,2023-10-23,72,False,10.0,72,False,0.0,6.545454545454546
P1302,2024-02-18,4,False,4.0,4,True,0.0,0.8
P0708,2024-08-10,31,False,2.0,31,False,0.0,10.333333333333334
P0817,2024-10-27,21,False,11.0,21,False,0.0,1.75
P1300,2024-02-04,72,False,9.0,72,False,0.0,7.2
P1457,2025-05-07,37,True,10.0,37,False,10.0,3.3636363636363638
P0405,2024-10-06,16,False,12.0,16,False,0.0,1.2307692307692308
P0997,2024-08-14,46,True,2.0,46,False,2.0,15.333333333333334
P0122,2023-11-10,51,False,11.0,51,False,0.0,4.25
P0897,2023-09-23,58,False,2.0,58,False,0.0,19.333333333333332
P1159,2024-06-26,67,False,9.0,67,False,0.0,6.7
P0185,2024-06-06,28,True,9.0,28,False,9.0,2.8
P0942,2023-07-13,66,False,12.0,66,False,0.0,5.076923076923077
P0613,2025-05-15,20,False,5.0,20,False,0.0,3.3333333333333335
P0522,2024-12-08,0,False,7.0,0,True,0.0,0.0
P1378,2024-06-20,68,False,1.0,68,False,0.0,34.0
P1290,2024-09-05,66,False,9.0,66,False,0.0,6.6
P0452,2024-12-21,10,True,5.0,10,True,5.0,1.6666666666666667
P1345,2024-03-19,69,False,4.0,69,False,0.0,13.8
P1285,2024-07-03,108,False,5.0,108,False,0.0,18.0
P0968,2023-07-12,65,False,8.0,65,False,0.0,7.222222222222222
P0630,2025-06-06,36,False,5.0,36,False,0.0,6.0
P0887,2024-10-02,41,True,8.0,41,False,8.0,4.555555555555555
P1446,2025-05-05,40,True,11.0,40,False,11.0,3.3333333333333335
P1460,2025-06-02,71,True,2.0,71,False,2.0,23.666666666666668
P1093,2023-11-11,40,False,5.0,40,False,0.0,6.666666666666667
P1024,2023-11-29,67,False,2.0,67,False,0.0,22.333333333333332
P0987,2023-07-25,64,False,14.0,64,False,0.0,4.266666666666667
P0596,2025-07-05,52,False,2.0,52,False,0.0,17.333333333333332
P1430,2025-03-04,54,False,7.0,54,False,0.0,6.75
P1358,2025-02-27,10,True,14.0,10,True,14.0,0.6666666666666666
P0724,2023-10-19,12,True,9.0,12,False,9.0,1.2
P0749,2025-05-24,44,False,12.0,44,False,0.0,3.3846153846153846
P0239,2024-05-17,73,False,13.0,73,False,0.0,5.214285714285714
P1350,2023-12-20,105,False,3.0,105,False,0.0,26.25
P0090,2024-12-21,54,False,6.0,54,False,0.0,7.714285714285714
P0480,2023-10-01,93,False,4.0,93,False,0.0,18.6
P0007,2024-12-20,61,False,13.0,61,False,0.0,4.357142857142857
P1447,2023-11-24,27,False,11.0,27,False,0.0,2.25
P0965,2025-05-16,0,True,7.0,0,True,7.0,0.0
P0037,2023-09-25,29,True,1.0,29,False,1.0,14.5
P0517,2024-09-22,49,False,8.0,49,False,0.0,5.444444444444445
